year,state,state_ID,gender,1st_name,2nd_name,3rd_name,4th_name,5th_name,6th_name,7th_name,8th_name,9th_name,10th_name,1st_count,2nd_count,3rd_count,4th_count,5th_count,6th_count,7th_count,8th_count,9th_count,10th_count
2010,OR,004,M,Jacob,Logan,Benjamin,Noah,Mason,Samuel,Ethan,Alexander,William,Elijah,240,200,196,193,192,187,183,179,178,170
2010,CA,005,M,Jacob,Daniel,Anthony,Alexander,Angel,Ethan,Jayden,David,Andrew,Nathan,3355,3137,2860,2601,2536,2465,2443,2422,2382,2274
2010,ID,006,M,Samuel,William,Logan,Ethan,Jacob,Aiden,Mason,Alexander,James,Noah,114,114,110,101,97,91,83,81,81,77
2010,NV,007,M,Jacob,Anthony,Jayden,Daniel,Alexander,David,Logan,Angel,Andrew,Michael,198,188,188,161,155,145,145,142,141,141
2010,MT,008,M,Wyatt,Samuel,Jacob,Ethan,Logan,Mason,Noah,James,William,Benjamin,60,56,53,52,50,49,47,46,46,44
2010,WY,009,M,James,Logan,Wyatt,Gabriel,Samuel,Ethan,Mason,Noah,Austin,Carter,36,35,35,29,29,25,25,25,24,24
2010,UT,010,M,William,Mason,Jacob,Ethan,James,Samuel,Isaac,Logan,Jack,Benjamin,264,243,236,235,231,227,216,200,195,190
2010,AZ,011,M,Jacob,Anthony,Daniel,Alexander,Angel,Michael,Jayden,Gabriel,Ethan,Noah,544,437,437,407,397,385,352,351,350,340
2010,CO,012,M,Jacob,Alexander,Noah,Daniel,William,Liam,Elijah,Logan,Gabriel,Samuel,338,308,283,265,265,251,245,242,241,241
2010,NM,013,M,Elijah,Jacob,Aiden,Michael,Noah,Joshua,Gabriel,Anthony,Daniel,Jayden,143,134,129,125,124,119,116,112,111,103
2010,ND,014,M,Mason,Jacob,Logan,Noah,Aiden,Ethan,Liam,Carter,Bentley,Brayden,64,59,56,51,50,47,46,42,41,41
2010,SD,015,M,Jacob,Mason,Noah,Carter,Landon,Aiden,Benjamin,Gavin,Owen,Ethan,68,67,63,51,51,47,46,46,46,45
2010,NE,016,M,Jacob,Mason,Noah,William,Carter,Jackson,Owen,Alexander,Elijah,Ethan,130,125,110,109,105,105,105,102,100,98
2010,KS,017,M,Jacob,William,Alexander,Elijah,Ethan,Gabriel,Mason,Noah,Landon,Jackson,206,193,179,177,176,170,166,157,156,152
2010,OK,018,M,Jacob,Aiden,Ethan,Elijah,Noah,William,Mason,James,Logan,Michael,233,223,214,210,205,204,200,190,189,188
2010,TX,019,M,Jacob,Jose,Jayden,Angel,Daniel,David,Christopher,Ethan,Anthony,Joshua,2274,1926,1819,1750,1694,1690,1682,1668,1600,1549
2010,MN,020,M,Mason,Ethan,William,Owen,Logan,Jack,Jacob,Samuel,Jackson,Carter,406,345,334,322,317,299,298,297,283,273
2010,IA,021,M,Mason,Noah,Ethan,Aiden,Jacob,Landon,William,Carter,Jackson,Logan,183,183,179,170,165,162,161,157,157,156
2010,MO,022,M,Jacob,Mason,William,Logan,Jackson,Elijah,Noah,Michael,James,Ethan,421,383,365,360,352,318,317,315,310,308
2010,AR,023,M,William,Jacob,James,Elijah,Ethan,Michael,Jayden,Mason,Landon,Aiden,195,161,151,149,148,147,146,146,144,140
2010,LA,024,M,Jayden,Ethan,Mason,Michael,Noah,Aiden,Joshua,Landon,Jacob,Brayden,313,265,264,241,239,227,227,227,221,217
2010,WI,025,M,Mason,Ethan,Jacob,Logan,Noah,Jackson,Owen,Carter,William,Alexander,448,342,319,309,285,283,275,273,273,272
2010,MI,026,M,Jacob,Ethan,Noah,Michael,Logan,Aiden,Alexander,Mason,Andrew,William,677,581,545,508,497,495,462,452,446,424
2010,IL,027,M,Alexander,Jacob,Michael,Daniel,Anthony,Ethan,Jayden,William,Joshua,Noah,914,913,745,736,721,721,687,675,649,608
2010,IN,028,M,Elijah,Jacob,Ethan,Noah,Mason,Aiden,Andrew,Logan,Landon,William,449,440,421,416,413,375,348,333,331,331
2010,OH,029,M,Jacob,Mason,Logan,Noah,Ethan,Aiden,William,Michael,Carter,Landon,757,717,700,672,651,643,618,604,564,564
2010,KY,030,M,William,Jacob,Brayden,Noah,James,Mason,Jackson,Landon,Ethan,Aiden,376,343,306,296,293,289,281,281,263,259
2010,TN,031,M,William,Jacob,Elijah,James,Noah,Ethan,Jackson,Aiden,Joshua,Christopher,569,504,458,415,385,377,356,346,342,339
2010,MS,032,M,William,James,Jayden,John,Elijah,Jacob,Christopher,Aiden,Michael,Joshua,218,201,200,189,160,160,155,153,151,150
2010,AL,033,M,William,James,John,Jacob,Jayden,Jackson,Noah,Elijah,Christopher,Ethan,496,336,305,293,285,273,269,261,242,239
2010,ME,034,M,Owen,Aiden,Liam,Noah,Logan,Mason,Wyatt,Jacob,Ethan,Hunter,85,80,78,78,74,74,74,73,65,65
2010,VT,035,M,Logan,Wyatt,William,Connor,Liam,Mason,Carter,Jackson,Noah,Owen,43,38,36,35,34,32,29,29,29,29
2010,NH,036,M,Logan,Mason,Owen,Jacob,Liam,Benjamin,William,Ethan,Tyler,Michael,99,95,91,89,88,75,72,69,69,68
2010,NY,037,M,Michael,Jayden,Jacob,Ethan,Joseph,Daniel,Anthony,Matthew,Ryan,Alexander,1517,1428,1409,1341,1305,1299,1274,1251,1225,1142
2010,MA,038,M,Ryan,Benjamin,William,Jacob,Michael,Matthew,James,Alexander,Anthony,Andrew,449,442,435,429,409,395,360,348,348,346
2010,CT,039,M,Michael,Alexander,Jacob,Matthew,Ryan,Jayden,William,Noah,Christopher,Ethan,252,227,222,205,202,201,196,186,178,174
2010,RI,040,M,Logan,Michael,Alexander,Jayden,Jacob,Benjamin,Mason,Daniel,Joseph,Aiden,84,80,74,73,72,61,60,57,57,56
2010,PA,041,M,Michael,Jacob,Mason,Logan,Ryan,Ethan,Aiden,Anthony,Joseph,Noah,828,822,754,712,672,666,651,641,633,631
2010,NJ,042,M,Michael,Ryan,Jayden,Anthony,Joseph,Daniel,Matthew,Jacob,Christopher,Nicholas,707,625,613,608,600,594,586,553,529,508
2010,DE,043,M,Michael,William,Alexander,James,Anthony,Joshua,Mason,Gavin,Jacob,Ryan,68,62,58,57,56,54,54,52,52,51
2010,MD,044,M,Jacob,Joshua,Michael,Noah,Ethan,Mason,Ryan,Daniel,Alexander,Jayden,388,364,361,334,312,307,307,305,298,296
2010,WV,045,M,Jacob,Mason,Noah,Logan,Landon,Brayden,Aiden,James,Hunter,Ethan,169,132,116,110,109,108,107,107,103,101
2010,VA,046,M,William,Jacob,Michael,Alexander,Ethan,James,Noah,Joshua,Christopher,Aiden,621,547,504,453,442,439,437,436,429,424
2010,NC,047,M,William,Jacob,Elijah,Noah,Jayden,Joshua,Ethan,James,Jackson,Alexander,821,703,576,563,550,534,530,519,516,514
2010,SC,048,M,William,James,Jacob,Jayden,Michael,Christopher,Joshua,Elijah,Noah,John,398,301,279,265,253,252,242,236,230,227
2010,GA,049,M,William,Jacob,Jayden,Joshua,Elijah,Christopher,James,Ethan,Michael,Jackson,796,662,630,616,589,579,573,570,567,543
2010,DC,050,M,William,Alexander,Henry,John,Christopher,James,Anthony,Michael,Joshua,Benjamin,71,67,62,58,56,56,52,50,48,47
2010,FL,051,M,Jayden,Jacob,Michael,Anthony,Alexander,Ethan,Joshua,Daniel,Matthew,Gabriel,1294,1210,1106,1072,1021,998,971,955,908,894
2019,HI,001,M,Noah,Liam,Mason,Elijah,Ezekiel,Lucas,Ethan,Kai,Logan,Luke,77,74,60,55,49,47,46,43,40,39
2019,AK,002,M,Liam,Oliver,Henry,James,Noah,William,Logan,Gabriel,Jackson,Samuel,52,46,41,40,38,34,32,31,31,30
2019,WA,003,M,Liam,Oliver,Noah,Benjamin,Henry,William,Elijah,Ethan,James,Theodore,398,394,342,326,312,309,283,280,270,267
2019,OR,004,M,Oliver,Liam,Henry,Benjamin,Noah,William,Mason,Lucas,Samuel,Logan,241,202,200,176,163,151,140,138,135,132
2019,CA,005,M,Noah,Liam,Mateo,Sebastian,Ethan,Julian,Alexander,Benjamin,Daniel,Lucas,2668,2387,2209,2143,2090,1850,1825,1742,1739,1708
2019,ID,006,M,Oliver,Liam,Henry,William,Benjamin,Noah,Owen,James,Jack,Lincoln,140,119,96,96,83,83,80,78,75,74
2019,NV,007,M,Liam,Noah,Oliver,Sebastian,Alexander,Julian,Mason,Mateo,Elijah,Benjamin,209,174,148,142,134,131,126,121,118,115
2019,MT,008,M,Oliver,Henry,James,William,Owen,Liam,Benjamin,Jack,Jackson,Carter,61,45,45,45,41,39,37,36,36,32
2019,WY,009,M,Liam,Oliver,Henry,Asher,William,Theodore,Ryker,Carter,Elijah,James,31,28,25,24,23,22,21,20,20,20
2019,UT,010,M,Oliver,Liam,William,Henry,Jack,James,Owen,Lincoln,Benjamin,Noah,281,264,253,228,193,192,186,185,168,164
2019,AZ,011,M,Liam,Noah,Sebastian,Elijah,Mateo,Oliver,Benjamin,Daniel,Alexander,Julian,442,416,329,307,306,303,278,271,269,256
2019,CO,012,M,Liam,Oliver,Noah,William,Henry,Jack,Benjamin,Elijah,James,Jackson,329,285,275,242,233,228,219,214,214,212
2019,NM,013,M,Liam,Noah,Mateo,Elijah,Ezekiel,Sebastian,Logan,Ezra,Daniel,Oliver,133,127,102,89,81,77,71,70,69,63
2019,ND,014,M,Liam,Owen,Oliver,Henry,William,Jack,Carter,James,Wyatt,Easton,62,60,58,47,47,45,44,44,44,42
2019,SD,015,M,Liam,Oliver,Wyatt,Asher,Lincoln,Hudson,Logan,Elijah,Owen,Jack,63,56,48,44,42,41,40,38,38,37
2019,NE,016,M,Oliver,Liam,Henry,William,Benjamin,Noah,Wyatt,Jack,Leo,Carter,125,118,117,104,95,87,84,83,81,79
2019,KS,017,M,Liam,Oliver,Henry,Noah,James,Jackson,William,Theodore,Elijah,Benjamin,204,167,166,139,137,135,134,125,117,116
2019,OK,018,M,Liam,Noah,Oliver,Elijah,William,Wyatt,Jaxon,Lincoln,Jackson,Mason,236,193,185,161,159,159,154,149,137,135
2019,TX,019,M,Liam,Noah,Mateo,Elijah,Sebastian,Daniel,Santiago,Julian,Ethan,Jacob,2219,2072,1733,1601,1566,1325,1252,1215,1206,1177
2019,MN,020,M,Henry,Oliver,William,Theodore,Liam,Jack,Owen,Noah,James,Leo,378,310,301,287,286,278,268,252,224,222
2019,IA,021,M,Oliver,Liam,Henry,William,Lincoln,Noah,Owen,Jack,Jackson,Theodore,232,188,178,156,140,140,133,125,123,121
2019,MO,022,M,Liam,Oliver,William,Henry,Elijah,Noah,James,Owen,Benjamin,Mason,380,374,331,313,306,285,254,248,247,238
2019,AR,023,M,William,Noah,Elijah,Liam,Oliver,James,Mason,Wyatt,Asher,Henry,157,156,151,144,131,130,112,110,108,100
2019,LA,024,M,Noah,Elijah,Liam,James,William,John,Mason,Luke,Levi,Michael,287,282,282,208,188,184,181,174,163,156
2019,WI,025,M,Oliver,Liam,Henry,Owen,Noah,William,James,Jackson,Theodore,Jack,346,311,277,276,257,245,244,231,217,210
2019,MI,026,M,Noah,Liam,Oliver,Elijah,Henry,Lucas,Jack,Benjamin,James,William,519,517,459,430,419,418,382,373,373,355
2019,IL,027,M,Noah,Liam,Benjamin,Oliver,Alexander,Mateo,William,Henry,James,Jack,769,635,629,571,508,494,491,469,453,444
2019,IN,028,M,Liam,Oliver,Noah,Elijah,Benjamin,Lincoln,James,William,Henry,Mason,418,391,349,331,294,282,267,267,259,255
2019,OH,029,M,Liam,Oliver,Noah,William,James,Owen,Lincoln,Elijah,Benjamin,Jackson,636,571,547,532,495,486,477,473,456,454
2019,KY,030,M,Liam,William,Elijah,Noah,James,Lincoln,Grayson,Oliver,John,Benjamin,276,257,248,237,236,196,193,190,179,176
2019,TN,031,M,William,Liam,Noah,Elijah,James,Mason,Oliver,John,Wyatt,Jackson,469,451,401,382,375,311,310,289,278,262
2019,MS,032,M,William,Noah,James,Elijah,John,Liam,Mason,Aiden,Grayson,Michael,185,169,166,158,151,131,123,111,102,101
2019,AL,033,M,William,James,John,Elijah,Noah,Liam,Jackson,Mason,Oliver,Grayson,376,289,284,279,276,213,206,185,181,177
2019,ME,034,M,Oliver,William,Owen,Henry,Liam,Benjamin,Lincoln,Mason,Jackson,Lucas,85,78,72,68,66,56,56,54,49,49
2019,VT,035,M,Oliver,Henry,Liam,Owen,Wyatt,Benjamin,John,Jackson,Levi,Emmett,40,32,31,28,27,24,23,22,22,21
2019,NH,036,M,Benjamin,Liam,Owen,Oliver,Henry,Theodore,William,Wyatt,Jackson,Logan,84,76,74,68,65,64,63,62,59,57
2019,NY,037,M,Liam,Noah,Lucas,Jacob,Michael,Ethan,Joseph,James,Matthew,Alexander,1489,1256,1002,943,905,881,855,824,780,776
2019,MA,038,M,Benjamin,Noah,Liam,William,Lucas,James,Jack,Henry,Jacob,John,474,462,424,348,346,345,335,313,287,284
2019,CT,039,M,Liam,Noah,Mason,Lucas,James,Logan,Ethan,William,Oliver,Jacob,230,220,159,155,151,151,150,148,145,144
2019,RI,040,M,Noah,Lucas,Julian,Liam,Oliver,Benjamin,Jackson,Logan,Alexander,Matthew,68,57,56,56,48,46,45,45,40,40
2019,PA,041,M,Liam,Noah,Benjamin,Lucas,Mason,James,Logan,Oliver,John,Joseph,761,719,542,519,519,511,503,477,454,438
2019,NJ,042,M,Liam,Noah,Lucas,Joseph,Matthew,Michael,Jacob,James,Daniel,Benjamin,634,559,499,436,421,410,405,366,365,364
2019,DE,043,M,Noah,Liam,Benjamin,Mason,Colton,Jackson,Anthony,James,John,Carter,69,59,42,40,39,39,35,34,34,33
2019,MD,044,M,Liam,Noah,James,Jacob,Benjamin,Ethan,Lucas,Daniel,Michael,Logan,394,349,274,230,228,225,224,223,218,209
2019,WV,045,M,Liam,Carter,Mason,Easton,Oliver,Jackson,Noah,Elijah,Wyatt,William,132,92,86,82,82,81,79,76,76,75
2019,VA,046,M,Liam,William,Noah,James,Lucas,Elijah,Oliver,Jackson,Benjamin,Henry,577,515,514,430,386,378,355,345,332,318
2019,NC,047,M,Liam,Noah,William,James,Elijah,Mason,Jackson,Oliver,Grayson,Lucas,685,605,585,514,461,460,419,412,387,371
2019,SC,048,M,William,Noah,Liam,James,Elijah,John,Jackson,Mason,Carter,Michael,309,268,247,240,235,195,193,178,177,161
2019,GA,049,M,Liam,William,Noah,Elijah,James,Aiden,John,Mason,Jackson,Carter,593,593,588,530,433,398,386,386,382,365
2019,DC,050,M,William,James,Noah,Benjamin,Henry,Theodore,Jack,John,Alexander,Liam,86,71,62,60,60,55,51,51,48,45
2019,FL,051,M,Liam,Noah,Elijah,Lucas,Alexander,Benjamin,Sebastian,Matthew,Ethan,Michael,1554,1337,984,972,796,772,753,745,744,736